"jurisdiction","weekEndingDate","totalConfC19NewAdm","totalConfFluNewAdm","totalConfRSVNewAdm","totalConfC19NewAdmPer100k","totalConfFluNewAdmPer100k","totalConfRSVNewAdmPer100k","totalConfC19NewAdmPer100kLevel","totalConfFluNewAdmPer100kLevel","totalConfRSVNewAdmPer100kLevel","totalConfC19NewAdmHospRep","totalConfFluNewAdmHospRep","totalConfRSVNewAdmHospRep","totalConfC19NewAdmPercHospRep","totalConfFluNewAdmPercHospRep","totalConfRSVNewAdmPercHospRep"
"CA","2026-08-08","370","50","17","0.95","0.13","0.04","Very Low","Very Low","Very Low","312","312","312","78.2","78.2","78.2"
"GA","2026-08-08","66","10","15","0.60","0.09","0.14","Very Low","Very Low","Very Low","106","106","106","66.25","66.25","66.25"
"NV","2026-08-08","19","12","0","0.60","0.38","0.00","Very Low","Very Low","Very Low","34","34","34","65.38","65.38","65.38"
"NY","2026-08-08","116","12","14","0.59","0.06","0.07","Very Low","Very Low","Very Low","161","161","161","78.92","78.92","78.92"
"OH","2026-08-08","27","7","7","0.23","0.06","0.06","Very Low","Very Low","Very Low","190","190","190","88.37","88.37","88.37"
"AR","2026-08-08","10","1","4","0.33","0.03","0.13","Very Low","Very Low","Very Low","55","55","55","58.51","58.51","58.51"
"MS","2026-08-08","21","10","3","0.72","0.34","0.10","Very Low","Very Low","Very Low","75","75","75","71.43","71.43","71.43"
"NJ","2026-08-08","46","20","5","0.50","0.22","0.05","Very Low","Very Low","Very Low","79","79","79","92.94","92.94","92.94"
"HI","2026-08-08","17","2","1","1.22","0.14","0.07","Very Low","Very Low","Very Low","19","19","19","67.86","67.86","67.86"
"KY","2026-08-08","6","6","4","0.13","0.13","0.09","Very Low","Very Low","Very Low","83","83","83","74.11","74.11","74.11"
"MD","2026-08-08","9","6","4","0.15","0.10","0.07","Very Low","Very Low","Very Low","36","36","36","70.59","70.59","70.59"
"NE","2026-08-08","2","1","1","0.10","0.05","0.05","Very Low","Very Low","Very Low","79","79","79","80.61","80.61","80.61"
"WA","2026-08-08","32","5","1","0.41","0.06","0.01","Very Low","Very Low","Very Low","92","92","92","94.85","94.85","94.85"
"MP","2026-08-08",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"UT","2026-08-08","3","6","0","0.09","0.18","0.00","Very Low","Very Low","Very Low","52","52","52","92.86","92.86","92.86"
"FL","2026-08-08","318","92","66","1.41","0.41","0.29","Very Low","Very Low","Very Low","225","225","225","80.65","80.65","80.65"
"WV","2026-08-08","1","0","1","0.06","0.00","0.06","Very Low","Very Low","Very Low","56","56","56","93.33","93.33","93.33"
"WY","2026-08-08","1","0","0","0.17","0.00","0.00","Very Low","Very Low","Very Low","19","19","19","61.29","61.29","61.29"
"IA","2026-08-08","6","1","1","0.19","0.03","0.03","Very Low","Very Low","Very Low","86","86","86","69.92","69.92","69.92"
"DE","2026-08-08","0","0","0","0.00","0.00","0.00","Very Low","Very Low","Very Low","9","9","9","81.82","81.82","81.82"
"VA","2026-08-08","19","9","4","0.22","0.10","0.05","Very Low","Very Low","Very Low","83","83","83","81.37","81.37","81.37"
"KS","2026-08-08","9","2","0","0.31","0.07","0.00","Very Low","Very Low","Very Low","80","80","80","55.17","55.17","55.17"
"WI","2026-08-08","6","1","1","0.10","0.02","0.02","Very Low","Very Low","Very Low","141","141","141","95.27","95.27","95.27"
"VT","2026-08-08","4","0","0","0.62","0.00","0.00","Very Low","Very Low","Very Low","13","13","13","86.67","86.67","86.67"
"AS","2026-08-08",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"IN","2026-08-08","9","7","3","0.13","0.10","0.04","Very Low","Very Low","Very Low","122","122","122","85.31","85.31","85.31"
"ND","2026-08-08","0","3","0","0.00","0.39","0.00","Very Low","Very Low","Very Low","39","39","39","79.59","79.59","79.59"
"OR","2026-08-08","11","2","0","0.26","0.05","0.00","Very Low","Very Low","Very Low","37","37","37","59.68","59.68","59.68"
"PA","2026-08-08","37","129","58","0.29","1.00","0.45","Very Low","Very Low","Very Low","182","182","182","82.73","82.73","82.73"
"AK","2026-08-08","4","1","0","0.56","0.14","0.00","Very Low","Very Low","Very Low","17","17","17","70.83","70.83","70.83"
"LA","2026-08-08","61","19","7","1.34","0.42","0.15","Very Low","Very Low","Very Low","128","128","128","78.05","78.05","78.05"
"MA","2026-08-08","13","2","6","0.19","0.03","0.09","Very Low","Very Low","Very Low","85","85","85","94.44","94.44","94.44"
"NC","2026-08-08","84","10","2","0.78","0.09","0.02","Very Low","Very Low","Very Low","117","117","117","86.03","86.03","86.03"
"SD","2026-08-08","0","2","0","0.00","0.22","0.00","Very Low","Very Low","Very Low","49","49","49","80.33","80.33","80.33"
"ID","2026-08-08","1","5","0","0.05","0.25","0.00","Very Low","Very Low","Very Low","26","26","26","55.32","55.32","55.32"
"MO","2026-08-08","9","8","0","0.15","0.13","0.00","Very Low","Very Low","Very Low","74","74","74","59.68","59.68","59.68"
"OK","2026-08-08","13","7","2","0.32","0.17","0.05","Very Low","Very Low","Very Low","84","84","84","60.43","60.43","60.43"
"AL","2026-08-08","67","15","10","1.31","0.29","0.20","Very Low","Very Low","Very Low","91","91","91","91.92","91.92","91.92"
"TN","2026-08-08","37","19","3","0.52","0.27","0.04","Very Low","Very Low","Very Low","123","123","123","92.48","92.48","92.48"
"DC","2026-08-22","4","0","0","0.59","0.00","0.00","Very Low","Very Low","Very Low","9","9","9","81.82","81.82","81.82"
"MN","2026-08-22","11","3","0","0.19","0.05","0.00","Very Low","Very Low","Very Low","118","118","118","89.39","89.39","89.39"
"MT","2026-08-22","2","2","0","0.18","0.18","0.00","Very Low","Very Low","Very Low","52","52","52","82.54","82.54","82.54"
"PR","2026-08-22","128","47","1","3.90","1.43","0.03","Moderate","Very Low","Very Low","30","30","30","54.55","54.55","54.55"
"FL","2026-08-22","382","115","74","1.69","0.51","0.33","Very Low","Very Low","Very Low","224","224","224","80.29","80.29","80.29"
"WV","2026-08-22","3","2","0","0.17","0.11","0.00","Very Low","Very Low","Very Low","44","44","44","73.33","73.33","73.33"
"CT","2026-08-22","15","7","4","0.42","0.19","0.11","Very Low","Very Low","Very Low","29","29","29","90.63","90.63","90.63"
"GU","2026-08-22","1","0","0","0.65","0.00","0.00","Very Low","Very Low","Very Low","1","1","1","50","50","50"
"ME","2026-08-22","1","0","0","0.07","0.00","0.00","Very Low","Very Low","Very Low","30","30","30","81.08","81.08","81.08"
"TX","2026-08-22","347","77","25","1.14","0.25","0.08","Very Low","Very Low","Very Low","379","379","379","68.66","68.66","68.66"
"AR","2026-08-22","12","3","3","0.39","0.10","0.10","Very Low","Very Low","Very Low","57","57","57","60.64","60.64","60.64"
"MS","2026-08-22","33","16","3","1.13","0.55","0.10","Very Low","Very Low","Very Low","79","79","79","75.24","75.24","75.24"
"NJ","2026-08-22","83","27","8","0.89","0.29","0.09","Very Low","Very Low","Very Low","81","81","81","95.29","95.29","95.29"
"HI","2026-08-22","16","5","1","1.15","0.36","0.07","Very Low","Very Low","Very Low","20","20","20","71.43","71.43","71.43"
"KY","2026-08-22","13","7","2","0.29","0.16","0.04","Very Low","Very Low","Very Low","85","85","85","75.89","75.89","75.89"
"MD","2026-08-22","12","4","3","0.20","0.07","0.05","Very Low","Very Low","Very Low","37","37","37","72.55","72.55","72.55"
"NE","2026-08-22","6","2","1","0.30","0.10","0.05","Very Low","Very Low","Very Low","78","78","78","79.59","79.59","79.59"
"WA","2026-08-22","56","14","3","0.72","0.18","0.04","Very Low","Very Low","Very Low","94","94","94","96.91","96.91","96.91"
"MI","2026-08-22","86","77","66","0.86","0.77","0.66","Very Low","Very Low","Very Low","130","130","130","84.97","84.97","84.97"
"VI","2026-08-22","1","0","0","0.94","0.00","0.00","Very Low","Very Low","Very Low","1","1","1","50","50","50"
"MP","2026-08-22",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"UT","2026-08-22","12","4","1","0.35","0.12","0.03","Very Low","Very Low","Very Low","53","53","53","94.64","94.64","94.64"
"IA","2026-08-22","5","2","1","0.16","0.06","0.03","Very Low","Very Low","Very Low","92","92","92","74.8","74.8","74.8"
"DE","2026-08-22","1","1","1","0.10","0.10","0.10","Very Low","Very Low","Very Low","11","11","11","100","100","100"
"VA","2026-08-22","38","18","2","0.44","0.21","0.02","Very Low","Very Low","Very Low","87","87","87","84.47","84.47","84.47"
"KS","2026-08-22","6","3","1","0.21","0.10","0.03","Very Low","Very Low","Very Low","79","79","79","54.48","54.48","54.48"
"WI","2026-08-22","17","8","1","0.29","0.14","0.02","Very Low","Very Low","Very Low","143","143","143","96.62","96.62","96.62"
"VT","2026-08-22","1","0","0","0.15","0.00","0.00","Very Low","Very Low","Very Low","13","13","13","86.67","86.67","86.67"
"AS","2026-08-22",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"IN","2026-08-22","11","8","1","0.16","0.12","0.01","Very Low","Very Low","Very Low","116","116","116","81.12","81.12","81.12"
"ND","2026-08-22","0","1","1","0.00","0.13","0.13","Very Low","Very Low","Very Low","41","41","41","83.67","83.67","83.67"
"OR","2026-08-22","16","4","0","0.38","0.09","0.00","Very Low","Very Low","Very Low","45","45","45","72.58","72.58","72.58"
"PA","2026-08-22","57","139","60","0.44","1.07","0.46","Very Low","Very Low","Very Low","184","184","184","83.64","83.64","83.64"
"AK","2026-08-22","2","2","0","0.28","0.28","0.00","Very Low","Very Low","Very Low","16","16","16","66.67","66.67","66.67"
"LA","2026-08-22","65","9","6","1.43","0.20","0.13","Very Low","Very Low","Very Low","129","129","129","78.66","78.66","78.66"
"MA","2026-08-22","24","4","5","0.34","0.06","0.07","Very Low","Very Low","Very Low","77","77","77","85.56","85.56","85.56"
"NC","2026-08-22","141","13","7","1.31","0.12","0.07","Very Low","Very Low","Very Low","128","128","128","94.12","94.12","94.12"
"SD","2026-08-22","1","2","2","0.11","0.22","0.22","Very Low","Very Low","Very Low","50","50","50","81.97","81.97","81.97"
"ID","2026-08-22","9","0","0","0.46","0.00","0.00","Very Low","Very Low","Very Low","35","35","35","74.47","74.47","74.47"
"MO","2026-08-22","12","4","2","0.19","0.06","0.03","Very Low","Very Low","Very Low","86","86","86","69.35","69.35","69.35"
"OK","2026-08-22","13","3","0","0.32","0.07","0.00","Very Low","Very Low","Very Low","84","84","84","60.43","60.43","60.43"
"AL","2026-08-22","76","11","4","1.49","0.22","0.08","Very Low","Very Low","Very Low","93","93","93","93.94","93.94","93.94"
"TN","2026-08-22","50","20","1","0.70","0.28","0.01","Very Low","Very Low","Very Low","127","127","127","95.49","95.49","95.49"
"PR","2026-07-18","31","24","2","0.94","0.73","0.06","Very Low","Very Low","Very Low","28","28","28","50.91","50.91","50.91"
"DC","2026-07-18","1","1","1","0.15","0.15","0.15","Very Low","Very Low","Very Low","9","9","9","81.82","81.82","81.82"
"MN","2026-07-18","6","3","1","0.10","0.05","0.02","Very Low","Very Low","Very Low","118","118","118","89.39","89.39","89.39"
"MT","2026-07-18","2","0","0","0.18","0.00","0.00","Very Low","Very Low","Very Low","51","51","51","80.95","80.95","80.95"
"CA","2026-07-18","218","80","11","0.56","0.21","0.03","Very Low","Very Low","Very Low","324","324","324","81.2","81.2","81.2"
"GA","2026-07-18","42","11","13","0.38","0.10","0.12","Very Low","Very Low","Very Low","120","120","120","75","75","75"
"NV","2026-07-18","15","10","2","0.47","0.31","0.06","Very Low","Very Low","Very Low","39","39","39","75","75","75"
"NY","2026-07-18","65","10","7","0.33","0.05","0.04","Very Low","Very Low","Very Low","169","169","169","82.84","82.84","82.84"
"OH","2026-07-18","18","8","10","0.15","0.07","0.08","Very Low","Very Low","Very Low","191","191","191","88.84","88.84","88.84"
"AR","2026-07-18","7","0","4","0.23","0.00","0.13","Very Low","Very Low","Very Low","58","58","58","61.7","61.7","61.7"
"DE","2026-07-18","0","0","0","0.00","0.00","0.00","Very Low","Very Low","Very Low","11","11","11","100","100","100"
"VA","2026-07-18","12","12","1","0.14","0.14","0.01","Very Low","Very Low","Very Low","81","81","81","79.41","79.41","79.41"
"HI","2026-07-18","5","5","3","0.36","0.36","0.22","Very Low","Very Low","Very Low","21","21","21","75","75","75"
"KY","2026-07-18","7","8","5","0.16","0.18","0.11","Very Low","Very Low","Very Low","79","79","79","70.54","70.54","70.54"
"MD","2026-07-18","3","7","3","0.05","0.11","0.05","Very Low","Very Low","Very Low","38","38","38","74.51","74.51","74.51"
"NE","2026-07-18","3","1","0","0.15","0.05","0.00","Very Low","Very Low","Very Low","77","77","77","78.57","78.57","78.57"
"WA","2026-07-18","23","2","2","0.30","0.03","0.03","Very Low","Very Low","Very Low","94","94","94","96.91","96.91","96.91"
"MP","2026-07-18",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"UT","2026-07-18","11","3","0","0.32","0.09","0.00","Very Low","Very Low","Very Low","53","53","53","94.64","94.64","94.64"
"FL","2026-07-18","206","107","72","0.91","0.47","0.32","Very Low","Very Low","Very Low","227","227","227","81.07","81.07","81.07"
"WV","2026-07-18","3","1","3","0.17","0.06","0.17","Very Low","Very Low","Very Low","60","60","60","100","100","100"
"WY","2026-07-18","1","0","0","0.17","0.00","0.00","Very Low","Very Low","Very Low","19","19","19","63.33","63.33","63.33"
"IA","2026-07-18","2","0","0","0.06","0.00","0.00","Very Low","Very Low","Very Low","92","92","92","74.8","74.8","74.8"
"MS","2026-07-18","15","6","6","0.51","0.20","0.20","Very Low","Very Low","Very Low","77","77","77","73.33","73.33","73.33"
"NJ","2026-07-18","34","11","4","0.37","0.12","0.04","Very Low","Very Low","Very Low","83","83","83","97.65","97.65","97.65"
"KS","2026-07-18","8","1","1","0.27","0.03","0.03","Very Low","Very Low","Very Low","85","85","85","58.62","58.62","58.62"
"WI","2026-07-18","5","2","6","0.08","0.03","0.10","Very Low","Very Low","Very Low","142","142","142","95.95","95.95","95.95"
"VT","2026-07-18","3","1","1","0.46","0.15","0.15","Very Low","Very Low","Very Low","14","14","14","93.33","93.33","93.33"
"AS","2026-07-18",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"IN","2026-07-18","6","4","3","0.09","0.06","0.04","Very Low","Very Low","Very Low","130","130","130","90.91","90.91","90.91"
"ND","2026-07-18","0","2","1","0.00","0.26","0.13","Very Low","Very Low","Very Low","42","42","42","85.71","85.71","85.71"
"OR","2026-07-18","2","3","0","0.05","0.07","0.00","Very Low","Very Low","Very Low","36","36","36","58.06","58.06","58.06"
"PA","2026-07-18","25","128","49","0.19","0.99","0.38","Very Low","Very Low","Very Low","182","182","182","82.73","82.73","82.73"
"AK","2026-07-18","0","4","1","0.00","0.56","0.14","Very Low","Very Low","Very Low","15","15","15","62.5","62.5","62.5"
"LA","2026-07-18","35","25","2","0.77","0.55","0.04","Very Low","Very Low","Very Low","126","126","126","76.83","76.83","76.83"
"MA","2026-07-18","9","0","4","0.13","0.00","0.06","Very Low","Very Low","Very Low","86","86","86","95.56","95.56","95.56"
"NC","2026-07-18","52","10","13","0.48","0.09","0.12","Very Low","Very Low","Very Low","125","125","125","91.91","91.91","91.91"
"SD","2026-07-18","0","2","0","0.00","0.22","0.00","Very Low","Very Low","Very Low","45","45","45","73.77","73.77","73.77"
"ID","2026-07-18","8","3","1","0.41","0.15","0.05","Very Low","Very Low","Very Low","33","33","33","70.21","70.21","70.21"
"MO","2026-07-18","5","7","3","0.08","0.11","0.05","Very Low","Very Low","Very Low","90","90","90","72.58","72.58","72.58"
"OK","2026-07-18","5","7","4","0.12","0.17","0.10","Very Low","Very Low","Very Low","88","88","88","63.31","63.31","63.31"
"SC","2026-07-18","19","2","4","0.36","0.04","0.07","Very Low","Very Low","Very Low","68","68","68","90.67","90.67","90.67"
"DC","2026-07-04","1","3","0","0.15","0.44","0.00","Very Low","Very Low","Very Low","10","10","10","90.91","90.91","90.91"
"MN","2026-07-04","4","3","5","0.07","0.05","0.09","Very Low","Very Low","Very Low","116","116","116","87.88","87.88","87.88"
"MT","2026-07-04","3","1","0","0.27","0.09","0.00","Very Low","Very Low","Very Low","48","48","48","76.19","76.19","76.19"
"CT","2026-07-04","6","1","2","0.17","0.03","0.06","Very Low","Very Low","Very Low","30","30","30","93.75","93.75","93.75"
"GU","2026-07-04","1","0","0","0.65","0.00","0.00","Very Low","Very Low","Very Low","1","1","1","50","50","50"
"ME","2026-07-04","0","1","1","0.00","0.07","0.07","Very Low","Very Low","Very Low","34","34","34","91.89","91.89","91.89"
"TX","2026-07-04","120","76","24","0.39","0.25","0.08","Very Low","Very Low","Very Low","366","366","366","66.3","66.3","66.3"
"CA","2026-07-04","152","102","19","0.39","0.26","0.05","Very Low","Very Low","Very Low","308","308","308","77.19","77.19","77.19"
"GA","2026-07-04","24","15","12","0.22","0.14","0.11","Very Low","Very Low","Very Low","122","122","122","76.25","76.25","76.25"
"NV","2026-07-04","10","6","1","0.31","0.19","0.03","Very Low","Very Low","Very Low","39","39","39","75","75","75"
"NY","2026-07-04","59","14","18","0.30","0.07","0.09","Very Low","Very Low","Very Low","166","166","166","81.37","81.37","81.37"
"OH","2026-07-04","12","5","5","0.10","0.04","0.04","Very Low","Very Low","Very Low","190","190","190","88.37","88.37","88.37"
"AR","2026-07-04","1","0","4","0.03","0.00","0.13","Very Low","Very Low","Very Low","61","61","61","65.59","65.59","65.59"
"FL","2026-07-04","174","96","60","0.77","0.43","0.27","Very Low","Very Low","Very Low","215","215","215","77.34","77.34","77.34"
"WV","2026-07-04","1","1","7","0.06","0.06","0.40","Very Low","Very Low","Very Low","60","60","60","100","100","100"
"MP","2026-07-04",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"UT","2026-07-04","1","0","2","0.03","0.00","0.06","Very Low","Very Low","Very Low","52","52","52","92.86","92.86","92.86"
"HI","2026-07-04","7","11","9","0.50","0.79","0.65","Very Low","Very Low","Very Low","18","18","18","64.29","64.29","64.29"
"KY","2026-07-04","5","7","10","0.11","0.16","0.22","Very Low","Very Low","Very Low","90","90","90","80.36","80.36","80.36"
"MD","2026-07-04","12","7","3","0.20","0.11","0.05","Very Low","Very Low","Very Low","38","38","38","74.51","74.51","74.51"
"NE","2026-07-04","4","1","2","0.20","0.05","0.10","Very Low","Very Low","Very Low","76","76","76","77.55","77.55","77.55"
"WA","2026-07-04","12","13","2","0.15","0.17","0.03","Very Low","Very Low","Very Low","95","95","95","97.94","97.94","97.94"
"DE","2026-07-04","2","4","2","0.19","0.39","0.19","Very Low","Very Low","Very Low","11","11","11","100","100","100"
"VA","2026-07-04","11","11","7","0.13","0.13","0.08","Very Low","Very Low","Very Low","86","86","86","84.31","84.31","84.31"
"WY","2026-07-04","3","1","2","0.52","0.17","0.34","Very Low","Very Low","Very Low","21","21","21","70","70","70"
"IA","2026-07-04","4","2","0","0.12","0.06","0.00","Very Low","Very Low","Very Low","92","92","92","74.8","74.8","74.8"
"MS","2026-07-04","13","9","2","0.44","0.31","0.07","Very Low","Very Low","Very Low","84","84","84","80","80","80"
"NJ","2026-07-04","39","21","16","0.42","0.23","0.17","Very Low","Very Low","Very Low","81","81","81","95.29","95.29","95.29"
"ID","2026-06-20","0","6","1","0.00","0.31","0.05","Very Low","Very Low","Very Low","35","35","35","74.47","74.47","74.47"
"MO","2026-06-20","9","9","2","0.15","0.15","0.03","Very Low","Very Low","Very Low","84","84","84","67.74","67.74","67.74"
"OK","2026-06-20","8","3","1","0.20","0.07","0.02","Very Low","Very Low","Very Low","90","90","90","64.75","64.75","64.75"
"DC","2026-06-20","0","0","1","0.00","0.00","0.15","Very Low","Very Low","Very Low","9","9","9","81.82","81.82","81.82"
"MN","2026-06-20","5","1","9","0.09","0.02","0.16","Very Low","Very Low","Very Low","117","117","117","88.64","88.64","88.64"
"MT","2026-06-20","0","1","3","0.00","0.09","0.27","Very Low","Very Low","Very Low","43","43","43","68.25","68.25","68.25"
"CT","2026-06-20","6","2","3","0.17","0.06","0.08","Very Low","Very Low","Very Low","31","31","31","96.88","96.88","96.88"
"GU","2026-06-20","5","0","0","3.25","0.00","0.00","Moderate","Very Low","Very Low","1","1","1","50","50","50"
"ME","2026-06-20","0","0","3","0.00","0.00","0.22","Very Low","Very Low","Very Low","35","35","35","94.59","94.59","94.59"
"TX","2026-06-20","70","67","39","0.23","0.22","0.13","Very Low","Very Low","Very Low","365","365","365","68.22","68.22","68.22"
"AR","2026-06-20","3","1","6","0.10","0.03","0.20","Very Low","Very Low","Very Low","62","62","62","66.67","66.67","66.67"
"FL","2026-06-20","138","95","74","0.61","0.42","0.33","Very Low","Very Low","Very Low","227","227","227","81.65","81.65","81.65"
"WV","2026-06-20","0","2","2","0.00","0.11","0.11","Very Low","Very Low","Very Low","60","60","60","100","100","100"
"HI","2026-06-20","3","6","8","0.22","0.43","0.57","Very Low","Very Low","Very Low","19","19","19","67.86","67.86","67.86"
"KY","2026-06-20","6","3","6","0.13","0.07","0.13","Very Low","Very Low","Very Low","85","85","85","75.89","75.89","75.89"
"MD","2026-06-20","6","9","4","0.10","0.15","0.07","Very Low","Very Low","Very Low","37","37","37","72.55","72.55","72.55"
"NE","2026-06-20","1","7","1","0.05","0.35","0.05","Very Low","Very Low","Very Low","81","81","81","82.65","82.65","82.65"
"WA","2026-06-20","6","15","5","0.08","0.19","0.06","Very Low","Very Low","Very Low","93","93","93","95.88","95.88","95.88"
"MP","2026-06-20",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"UT","2026-06-20","5","5","1","0.15","0.15","0.03","Very Low","Very Low","Very Low","51","51","51","91.07","91.07","91.07"
"DE","2026-06-20","0","0","0","0.00","0.00","0.00","Very Low","Very Low","Very Low","10","10","10","90.91","90.91","90.91"
"VA","2026-06-20","17","5","9","0.20","0.06","0.10","Very Low","Very Low","Very Low","70","70","70","68.63","68.63","68.63"
"WY","2026-06-20","1","1","0","0.17","0.17","0.00","Very Low","Very Low","Very Low","23","23","23","76.67","76.67","76.67"
"IA","2026-06-20","3","2","2","0.09","0.06","0.06","Very Low","Very Low","Very Low","97","97","97","78.86","78.86","78.86"
"MS","2026-06-20","11","7","4","0.38","0.24","0.14","Very Low","Very Low","Very Low","81","81","81","77.14","77.14","77.14"
"NJ","2026-06-20","18","16","12","0.19","0.17","0.13","Very Low","Very Low","Very Low","81","81","81","95.29","95.29","95.29"
"CT","2026-07-11","4","1","0","0.11","0.03","0.00","Very Low","Very Low","Very Low","30","30","30","93.75","93.75","93.75"
"GU","2026-07-11","3","0","0","1.95","0.00","0.00","Moderate","Very Low","Very Low","1","1","1","50","50","50"
"ME","2026-07-11","1","0","1","0.07","0.00","0.07","Very Low","Very Low","Very Low","34","34","34","91.89","91.89","91.89"
"TX","2026-07-11","147","64","28","0.48","0.21","0.09","Very Low","Very Low","Very Low","359","359","359","65.04","65.04","65.04"
"PR","2026-07-11","42","21","5","1.28","0.64","0.15","Very Low","Very Low","Very Low","29","29","29","52.73","52.73","52.73"
"CA","2026-07-11","168","92","9","0.43","0.24","0.02","Very Low","Very Low","Very Low","256","256","256","64.16","64.16","64.16"
"GA","2026-07-11","24","11","13","0.22","0.10","0.12","Very Low","Very Low","Very Low","117","117","117","73.13","73.13","73.13"
"NV","2026-07-11","7","11","0","0.22","0.35","0.00","Very Low","Very Low","Very Low","31","31","31","59.62","59.62","59.62"
"NY","2026-07-11","51","15","17","0.26","0.08","0.09","Very Low","Very Low","Very Low","162","162","162","79.41","79.41","79.41"
"OH","2026-07-11","12","6","11","0.10","0.05","0.09","Very Low","Very Low","Very Low","189","189","189","87.91","87.91","87.91"
"AR","2026-07-11","7","3","3","0.23","0.10","0.10","Very Low","Very Low","Very Low","53","53","53","56.99","56.99","56.99"
"DE","2026-07-11","0","0","0","0.00","0.00","0.00","Very Low","Very Low","Very Low","10","10","10","90.91","90.91","90.91"
"VA","2026-07-11","9","4","4","0.10","0.05","0.05","Very Low","Very Low","Very Low","78","78","78","76.47","76.47","76.47"
"HI","2026-07-11","6","7","3","0.43","0.50","0.22","Very Low","Very Low","Very Low","20","20","20","71.43","71.43","71.43"
"KY","2026-07-11","8","9","4","0.18","0.20","0.09","Very Low","Very Low","Very Low","75","75","75","66.96","66.96","66.96"
"MD","2026-07-11","3","3","1","0.05","0.05","0.02","Very Low","Very Low","Very Low","34","34","34","66.67","66.67","66.67"
"NE","2026-07-11","1","2","1","0.05","0.10","0.05","Very Low","Very Low","Very Low","72","72","72","73.47","73.47","73.47"
"WA","2026-07-11","17","4","2","0.22","0.05","0.03","Very Low","Very Low","Very Low","94","94","94","96.91","96.91","96.91"
"MP","2026-07-11",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"UT","2026-07-11","5","3","1","0.15","0.09","0.03","Very Low","Very Low","Very Low","52","52","52","92.86","92.86","92.86"
"FL","2026-07-11","206","117","66","0.91","0.52","0.29","Very Low","Very Low","Very Low","225","225","225","80.36","80.36","80.36"
"WV","2026-07-11","2","1","2","0.11","0.06","0.11","Very Low","Very Low","Very Low","56","56","56","93.33","93.33","93.33"
"WY","2026-07-11","2","0","0","0.34","0.00","0.00","Very Low","Very Low","Very Low","16","16","16","53.33","53.33","53.33"
"IA","2026-07-11","4","2","0","0.12","0.06","0.00","Very Low","Very Low","Very Low","87","87","87","70.73","70.73","70.73"
"MS","2026-07-11","8","5","1","0.27","0.17","0.03","Very Low","Very Low","Very Low","75","75","75","71.43","71.43","71.43"
"NJ","2026-07-11","27","12","11","0.29","0.13","0.12","Very Low","Very Low","Very Low","81","81","81","95.29","95.29","95.29"
"KS","2026-05-16","7","3","10","0.24","0.10","0.34","Very Low","Very Low","Very Low","91","91","91","62.76","62.76","62.76"
"WI","2026-05-16","13","7","40","0.22","0.12","0.68","Very Low","Very Low","Very Low","141","141","141","95.27","95.27","95.27"
"HI","2026-05-16","1","7","10","0.07","0.50","0.72","Very Low","Very Low","Low","21","21","21","75","75","75"
"KY","2026-05-16","22","13","34","0.49","0.29","0.75","Very Low","Very Low","Very Low","94","94","94","83.93","83.93","83.93"
"MD","2026-05-16","9","13","12","0.15","0.21","0.20","Very Low","Very Low","Very Low","36","36","36","70.59","70.59","70.59"
"NE","2026-05-16","6","2","16","0.30","0.10","0.81","Very Low","Very Low","Low","77","77","77","78.57","78.57","78.57"
"WA","2026-05-16","24","27","11","0.31","0.35","0.14","Very Low","Very Low","Very Low","94","94","94","96.91","96.91","96.91"
"IL","2026-05-16","15","22","37","0.12","0.18","0.30","Very Low","Very Low","Very Low","151","151","151","76.26","76.26","76.26"
"SC","2026-05-16","29","8","9","0.54","0.15","0.17","Very Low","Very Low","Very Low","71","71","71","94.67","94.67","94.67"
"AS","2026-05-16",,,,,,,"Data Unavailable","Data Unavailable","Data Unavailable","0","0","0","0","0","0"
"IN","2026-05-16","18","18","24","0.26","0.26","0.35","Very Low","Very Low","Very Low","126","126","126","88.11","88.11","88.11"
"ND","2026-05-16","2","7","14","0.26","0.90","1.80","Very Low","Very Low","Low","42","42","42","85.71","85.71","85.71"
"OR","2026-05-16","5","10","8","0.12","0.24","0.19","Very Low","Very Low","Very Low","43","43","43","69.35","69.35","69.35"
"PA","2026-05-16","88","140","141","0.68","1.08","1.09","Very Low","Very Low","Low","182","182","182","84.65","84.65","84.65"
"CT","2026-05-16","7","5","13","0.19","0.14","0.36","Very Low","Very Low","Very Low","32","32","32","100","100","100"
"GU","2026-05-16","3","0","0","1.95","0.00","0.00","Moderate","Very Low","Very Low","1","1","1","50","50","50"
"ME","2026-05-16","3","4","2","0.22","0.29","0.14","Very Low","Very Low","Very Low","27","27","27","72.97","72.97","72.97"
